survey_round,baseline_ai_tercile,weighted_n,occupation_switch_rate,employment_rate,unemployment_rate,nilf_rate,mean_annual_earnings,training_participation_rate,source_program,source_series_id
1997,low,14434655.390000002,0.0,0.2395787793130465,0.034073964251655986,0.705447643822272,51031.170542369524,0.9749097341866477,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
1997,middle,4144655.900000004,0.0,0.2203764393386339,0.02873983966018576,0.7261614120646369,57961.59713752897,0.975193710301558,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
1997,high,499716.9299999998,0.0,0.17184052567227298,0.020268294107058948,0.7775443379531467,70055.81588959889,0.9891184595246753,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
1998,low,14703269.220000068,0.2769037865617827,0.3041722956395665,0.03430183005717721,0.6452717147457635,61105.72284187064,0.8786054031050361,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
1998,middle,4093331.3700000066,0.29062884394143207,0.2713086739359787,0.033646579481415265,0.6745869998914271,63899.32353997454,0.8958802326331081,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
1998,high,456738.9200000001,0.2829668604411231,0.23453506613383476,0.01807036044099036,0.7170923892230756,131854.76099638987,0.9097549427143192,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
1999,low,14698986.019999927,0.4546169520911971,0.4178879949640645,0.048474401056598185,0.5149362907207083,54764.74093215026,0.7784902630497181,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
1999,middle,4111899.5899999887,0.465485904104836,0.3741556861618735,0.04522280751681111,0.5626555703434342,66633.14435386268,0.8075612625876707,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
1999,high,465816.9100000001,0.4984479200958358,0.3300275221020989,0.026894881048039627,0.6353902306005171,75706.86005955322,0.8954471618473452,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2000,low,14741909.029999996,0.5796330244307709,0.5409357558865087,0.06323901554902742,0.37752780360123706,56143.18912775445,0.6561509534857227,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2000,middle,4088375.7699999977,0.5781561615145951,0.5013192316006029,0.05631269440664312,0.42429175063165864,62683.38011917618,0.6973546802660617,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2000,high,466868.8599999999,0.6114473551146412,0.45888102489380406,0.04507431641571246,0.4928301682480504,80560.40180536575,0.8053528350552228,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2001,low,14691701.199999953,0.6655250202052446,0.6142033466452664,0.06845244597064716,0.2988670340820822,58731.12681995552,0.549220737122032,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2001,middle,4130216.009999996,0.669399875787668,0.5773497309359411,0.061080467555192,0.34242699246770025,67122.31891858332,0.6026953027867326,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2001,high,483186.85000000003,0.6064754404810032,0.5483183378257442,0.039639281054344645,0.4022907141725939,75281.80716365264,0.7266401674392774,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2002,low,14734177.5499999,0.7320844856087263,0.646690103022557,0.06878235525425624,0.25500309805468274,58648.776921427125,0.4386170845804981,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2002,middle,4098120.7900000047,0.7193974225675809,0.628372101845874,0.06532544369581457,0.27904743961226103,65104.00349510037,0.5224709671969623,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2002,high,469454.23000000004,0.7352498139341659,0.6102228313127187,0.045092232922397786,0.3164383231507868,70105.95399051969,0.6550174310073904,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2003,low,14696899.520000027,0.7729610850370713,0.6699104096216815,0.06894494896132206,0.22601877563148381,54957.023130691894,0.35897225327295534,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2003,middle,4144118.289999993,0.7610132034741576,0.6678573657321867,0.0661181791058817,0.23463989007012712,58834.747839129144,0.4304775593336479,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2003,high,468395.8599999998,0.8195858363078213,0.6506916873087537,0.03920962270347368,0.26903694830693853,58038.14030617219,0.5694204556503357,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2004,low,14739647.03999998,0.811589352224686,0.7023955523675912,0.06164666204083157,0.19828110275576893,63201.640913980904,0.29058568589551287,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2004,middle,4104614.1799999904,0.7766746332626262,0.7083294453183469,0.058843022268592816,0.20624971629115366,67099.36807170715,0.35794686971051,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2004,high,471010.3099999999,0.8315027694726512,0.6638083700415092,0.044788566795425866,0.2354926383180935,60068.856020488995,0.43432841204686184,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2005,low,14729398.950000012,0.8343757992409907,0.7284345015754997,0.05145955010947191,0.18732418257921607,59188.32259423307,0.24482635530095845,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2005,middle,4121468.7899999903,0.8101782855249314,0.7247533846607944,0.04630360635529769,0.19827583306008537,59315.82222244892,0.28681033897810587,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2005,high,463831.55000000016,0.870905515338716,0.7412974350884927,0.04839645438700792,0.17216396643938683,53363.64179671007,0.3479257933187166,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2006,low,14776062.570000159,0.8455846162820546,0.7612991211205256,0.045881095780933634,0.16442221146744349,60305.68445913707,0.1892135344245599,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2006,middle,4078901.0699999956,0.8122617858770482,0.7598353881576049,0.04587574296282174,0.1633775600417343,60222.294079291976,0.22866558538053577,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2006,high,466527.73000000016,0.8770652960946188,0.7975536163115418,0.029169771141759594,0.15275463100974146,65192.110968431254,0.2932774649858434,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2007,low,14791343.82999998,0.8576785473129668,0.775926571144632,0.045998249924765554,0.15056781883125345,60884.8336504537,0.14847704268094475,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2007,middle,4067860.910000003,0.8219347001085461,0.7822331950946539,0.04187120358641438,0.14869529540831392,61910.426634482894,0.18674976537573731,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2007,high,459902.17000000004,0.892904154888853,0.8226969118974512,0.056089466112950015,0.10479604344240466,73064.88420770105,0.2178952167339843,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2008,low,14781120.349999892,0.8690552356669413,0.7750484688402844,0.05210315186443343,0.14301752277404844,65424.61999161127,0.13386317601806758,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2008,middle,4077656.4399999958,0.8366205923276151,0.7816630469301903,0.04759236496312091,0.14273702582539494,64534.846408045756,0.17048113899296152,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2008,high,458876.15999999986,0.9233835353067571,0.8748058458703433,0.04129404308795847,0.07485945288242539,79114.6747269255,0.22348787546173407,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2009,low,14808021.129999978,0.8694068220450198,0.7372539786957235,0.0847816040990245,0.1506163037383922,66142.47652877592,0.1315622131516188,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2009,middle,4053121.179999996,0.8383167459583434,0.7656976942799603,0.06840619368440579,0.14069665103177212,66607.96517315059,0.15332150936531744,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2009,high,455847.76999999996,0.9333359095611979,0.8223725870658023,0.0587941376535889,0.10772915037302579,77211.27294836419,0.17732067959476885,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2010,low,14805366.360000076,0.882333024954945,0.732698618479641,0.08036378647817144,0.1617215395367433,65091.357973729515,0.13156345415842213,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2010,middle,4047731.2899999907,0.8457848803065974,0.7543594987637118,0.07403785150748995,0.15037225027296164,69869.34090706964,0.1368145510942441,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2010,high,458706.6899999997,0.9061432954580501,0.8098128415718621,0.05488386942192427,0.12796752958426863,87914.85722708533,0.16060283948585513,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2011,low,14820978.360000027,0.8883044822813507,0.742356729002444,0.07435941716105787,0.1613089157304649,68695.20939319364,0.11321052464099109,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2011,middle,4039240.229999999,0.8356769287851809,0.7583903608511323,0.06747219503010829,0.14687451913362146,71231.70364150793,0.12798888594410415,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2011,high,453379.17000000016,0.9090714847744752,0.8167882858697443,0.0391429418984862,0.12824751870472045,90335.19436254851,0.1390259955288869,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2013,low,14768481.619999884,0.8891401844067814,0.7642763762245439,0.05155739978182475,0.16001290892003342,74627.10829568403,0.09271584398371677,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2013,middle,4089894.3200000054,0.8523915936663011,0.7652913223384198,0.04604984727788299,0.1578893428397823,80108.52445267694,0.0871348468610347,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2013,high,459388.9200000002,0.9124011832704103,0.833237131152979,0.03663272682581463,0.11164632208912138,91171.1311832936,0.0939041692159791,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2015,low,14739343.32999994,0.8996283992443316,0.7800963490249939,0.04148806758256555,0.15965672643489032,82951.79535370086,0.07545594177169192,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2015,middle,4109713.269999991,0.8520007492692914,0.78276620935987,0.03321232925780839,0.1572674326575205,88924.99263120252,0.06996360861927876,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2015,high,470059.15,0.8913233623516545,0.8232830182525559,0.019247104736303273,0.1451758076207414,105551.15690214002,0.10975750920210472,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2017,low,14793797.079999918,0.9090355234815202,0.787469380566534,0.03098666585374272,0.16471532311479944,92227.6748537943,0.04963966608976583,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2017,middle,4043654.97,0.8623367851530802,0.7885857628380356,0.03629107494973096,0.15363775555561493,97957.87135774789,0.06791277921378723,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2017,high,481526.72000000026,0.862089952635651,0.82855873026068,0.018477799556557754,0.14595888884421604,131624.25391758696,0.03119900313225932,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2019,low,14699706.199999942,0.9132895216777871,0.8086258217262029,0.029723119471101976,0.14404601857774083,103415.36745089712,0.04489176368233101,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2019,middle,4125323.2000000044,0.8678816047367769,0.8026837117565864,0.025996615878981402,0.14566220750562148,105505.20514549404,0.042436298841116486,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
2019,high,491945.7,0.8636129563215553,0.8390324375868181,0.02330925755157956,0.1376583048616022,139763.22522408672,0.046671756392014874,BLS_NLSY97_PUBLIC_USE,nlsy97_all_1997_2019_release20_public_use
