month,occ22_code,occ22_label,exposure_pct,adoption_mix_occ_month,awes_raw,awes_pct,sector6_coverage_share,coverage_flag_low
2023-09,occ22_01,Management Occupations,0.7619047619047619,0.055225518128520695,0.04207658524077767,0.5054945054945055,0.6810080944083203,0
2023-09,occ22_02,Business and Financial Operations Occupations,0.9047619047619048,0.05897617650850509,0.05335939779340937,0.6138147566718996,0.7097463828669083,0
2023-09,occ22_03,Computer and Mathematical Occupations,1.0,0.07267285286443903,0.07267285286443903,0.7645211930926217,0.8641926333607427,0
2023-09,occ22_04,Architecture and Engineering Occupations,0.8571428571428571,0.04924180101209436,0.042207258010366594,0.5070643642072213,0.7506096088375753,0
2023-09,occ22_05,"Life, Physical, and Social Science Occupations",0.9523809523809524,0.05520928398875224,0.05258027046547833,0.5949764521193093,0.6380444849942631,0
2023-09,occ22_06,Community and Social Service Occupations,0.6190476190476191,0.045796826854952094,0.028350416624494154,0.3704866562009419,0.7328886536635482,0
2023-09,occ22_07,Legal Occupations,0.7142857142857143,0.06733610047828748,0.0480972146273482,0.5572998430141287,0.7400208887946538,0
2023-09,occ22_08,Educational Instruction and Library Occupations,0.4761904761904761,0.06621638377832316,0.03153161132301102,0.3987441130298273,0.9590229433518596,0
2023-09,occ22_09,"Arts, Design, Entertainment, Sports, and Media Occupations",0.3809523809523809,0.07860866788093988,0.029946159192739,0.38461538461538464,0.7108046809483876,0
2023-09,occ22_10,Healthcare Practitioners and Technical Occupations,0.8095238095238095,0.03932481346193685,0.03183437280252031,0.40188383045525905,0.9366029655822332,0
2023-09,occ22_11,Healthcare Support Occupations,0.5238095238095238,0.03837196807898759,0.020099602327088736,0.3092621664050236,0.9687580558539204,0
2023-09,occ22_12,Protective Service Occupations,0.6666666666666666,0.0625677697494315,0.041711846499620994,0.49921507064364207,0.3690887899051142,1
2023-09,occ22_13,Food Preparation and Serving Related Occupations,0.0,0.04206039347965715,0.0,0.02197802197802198,0.1285775149667609,1
2023-09,occ22_14,Building and Grounds Cleaning and Maintenance Occupations,0.0476190476190476,0.060754512598858376,0.0028930720285170646,0.04552590266875981,0.722387548485819,0
2023-09,occ22_15,Personal Care and Service Occupations,0.0952380952380952,0.05220574450562536,0.004971975667202413,0.0706436420722135,0.3321128382997038,1
2023-09,occ22_16,Sales and Related Occupations,0.238095238095238,0.03534165048303728,0.008414678686437443,0.14599686028257458,0.8138577421401217,0
2023-09,occ22_17,Office and Administrative Support Occupations,0.5714285714285714,0.05123298936385673,0.029275993922203845,0.37676609105180536,0.6655390310494093,0
2023-09,occ22_18,"Farming, Fishing, and Forestry Occupations",0.1904761904761904,0.034109514547691795,0.00649705039003653,0.10047095761381476,0.1632273572497619,1
2023-09,occ22_19,Construction and Extraction Occupations,0.2857142857142857,0.05049200626487148,0.014426287504248993,0.25745682888540034,0.1118327876222348,1
2023-09,occ22_20,"Installation, Maintenance, and Repair Occupations",0.4285714285714285,0.04503199555505043,0.01929942666645018,0.2967032967032967,0.4678636830586449,1
2023-09,occ22_21,Production Occupations,0.3333333333333333,0.02345886844659776,0.007819622815532586,0.13343799058084774,0.8395652507082461,0
2023-09,occ22_22,Transportation and Material Moving Occupations,0.1428571428571428,0.03579577651599645,0.005113682359428062,0.07535321821036106,0.4341219397622235,1
2023-10,occ22_01,Management Occupations,0.7619047619047619,0.055848816338143994,0.04255147911477637,0.5117739403453689,0.6810080944083203,0
2023-10,occ22_02,Business and Financial Operations Occupations,0.9047619047619048,0.05999300376952499,0.05427938436290356,0.6216640502354788,0.7097463828669083,0
2023-10,occ22_03,Computer and Mathematical Occupations,1.0,0.0723097423064875,0.0723097423064875,0.7613814756671899,0.8641926333607427,0
2023-10,occ22_04,Architecture and Engineering Occupations,0.8571428571428571,0.04926883016800527,0.042230425858290226,0.5086342229199372,0.7506096088375753,0
2023-10,occ22_05,"Life, Physical, and Social Science Occupations",0.9523809523809524,0.05528458262983668,0.05265198345698732,0.598116169544741,0.6380444849942631,0
2023-10,occ22_06,Community and Social Service Occupations,0.6190476190476191,0.046154138871652636,0.02857160977768973,0.37362637362637363,0.7328886536635482,0
2023-10,occ22_07,Legal Occupations,0.7142857142857143,0.0674947428162117,0.048210530583008365,0.5604395604395604,0.7400208887946538,0
2023-10,occ22_08,Educational Instruction and Library Occupations,0.4761904761904761,0.06610987277516141,0.031480891797695906,0.3956043956043956,0.9590229433518596,0
2023-10,occ22_09,"Arts, Design, Entertainment, Sports, and Media Occupations",0.3809523809523809,0.0773456361096906,0.02946500423226308,0.3783359497645212,0.7108046809483876,0
2023-10,occ22_10,Healthcare Practitioners and Technical Occupations,0.8095238095238095,0.03982850886496036,0.03224212622401553,0.40816326530612246,0.9366029655822332,0
2023-10,occ22_11,Healthcare Support Occupations,0.5238095238095238,0.03884694888369314,0.020348401796220217,0.3139717425431711,0.9687580558539204,0
2023-10,occ22_12,Protective Service Occupations,0.6666666666666666,0.06267860703722251,0.04178573802481501,0.5039246467817896,0.3690887899051142,1
2023-10,occ22_13,Food Preparation and Serving Related Occupations,0.0,0.042460534407434074,0.0,0.02197802197802198,0.1285775149667609,1
2023-10,occ22_14,Building and Grounds Cleaning and Maintenance Occupations,0.0476190476190476,0.060945395783476145,0.0029021617039750535,0.04709576138147567,0.722387548485819,0
2023-10,occ22_15,Personal Care and Service Occupations,0.0952380952380952,0.05224978134805303,0.004976169652195525,0.07221350078492936,0.3321128382997038,1
2023-10,occ22_16,Sales and Related Occupations,0.238095238095238,0.03652061360211041,0.008695384190978666,0.15698587127158556,0.8138577421401217,0
2023-10,occ22_17,Office and Administrative Support Occupations,0.5714285714285714,0.05216566506204915,0.029808951464028084,0.38304552590266877,0.6655390310494093,0
2023-10,occ22_18,"Farming, Fishing, and Forestry Occupations",0.1904761904761904,0.03457865280038104,0.006586410057215434,0.10832025117739404,0.1632273572497619,1
2023-10,occ22_19,Construction and Extraction Occupations,0.2857142857142857,0.05076985934158607,0.01450567409759602,0.260596546310832,0.1118327876222348,1
2023-10,occ22_20,"Installation, Maintenance, and Repair Occupations",0.4285714285714285,0.04578260080059601,0.01962111462882686,0.29984301412872844,0.4678636830586449,1
2023-10,occ22_21,Production Occupations,0.3333333333333333,0.023910867006092833,0.007970289002030943,0.13657770800627944,0.8395652507082461,0
2023-10,occ22_22,Transportation and Material Moving Occupations,0.1428571428571428,0.0364675551553707,0.0052096507364815265,0.07692307692307693,0.4341219397622235,1
2023-11,occ22_01,Management Occupations,0.7619047619047619,0.059067946805153045,0.04500414994678327,0.5306122448979592,0.6810080944083203,0
2023-11,occ22_02,Business and Financial Operations Occupations,0.9047619047619048,0.06311496707806842,0.057104017832538094,0.6452119309262166,0.7097463828669083,0
2023-11,occ22_03,Computer and Mathematical Occupations,1.0,0.07611658811227959,0.07611658811227959,0.7849293563579278,0.8641926333607427,0
2023-11,occ22_04,Architecture and Engineering Occupations,0.8571428571428571,0.05280281765842331,0.04525955799293426,0.5368916797488226,0.7506096088375753,0
2023-11,occ22_05,"Life, Physical, and Social Science Occupations",0.9523809523809524,0.05861716810306359,0.055825874383870086,0.6389324960753532,0.6380444849942631,0
2023-11,occ22_06,Community and Social Service Occupations,0.6190476190476191,0.04903216534853691,0.030353245215760945,0.3893249607535322,0.7328886536635482,0
2023-11,occ22_07,Legal Occupations,0.7142857142857143,0.07086914603056695,0.050620818593262104,0.5777080062794349,0.7400208887946538,0
2023-11,occ22_08,Educational Instruction and Library Occupations,0.4761904761904761,0.06951384652898104,0.03310183168046716,0.41444270015698587,0.9590229433518596,0
2023-11,occ22_09,"Arts, Design, Entertainment, Sports, and Media Occupations",0.3809523809523809,0.08161746785080654,0.03109236870506915,0.3924646781789639,0.7108046809483876,0
2023-11,occ22_10,Healthcare Practitioners and Technical Occupations,0.8095238095238095,0.04257664081440782,0.03446680446880633,0.4301412872841444,0.9366029655822332,0
2023-11,occ22_11,Healthcare Support Occupations,0.5238095238095238,0.04155010711020494,0.021764341819631158,0.3218210361067504,0.9687580558539204,0
2023-11,occ22_12,Protective Service Occupations,0.6666666666666666,0.06600135427598564,0.04400090285065709,0.5196232339089482,0.3690887899051142,1
2023-11,occ22_13,Food Preparation and Serving Related Occupations,0.0,0.04553702549010162,0.0,0.02197802197802198,0.1285775149667609,1
2023-11,occ22_14,Building and Grounds Cleaning and Maintenance Occupations,0.0476190476190476,0.06421231921125237,0.0030577294862501117,0.04866562009419152,0.722387548485819,0
2023-11,occ22_15,Personal Care and Service Occupations,0.0952380952380952,0.055430328131061794,0.005279078869624931,0.08006279434850863,0.3321128382997038,1
2023-11,occ22_16,Sales and Related Occupations,0.238095238095238,0.039423471372285836,0.009386540802925196,0.1695447409733124,0.8138577421401217,0
2023-11,occ22_17,Office and Administrative Support Occupations,0.5714285714285714,0.05517224052979354,0.03152699458845345,0.39717425431711145,0.6655390310494093,0
2023-11,occ22_18,"Farming, Fishing, and Forestry Occupations",0.1904761904761904,0.037852333320102134,0.007209968251448023,0.12558869701726844,0.1632273572497619,1
2023-11,occ22_19,Construction and Extraction Occupations,0.2857142857142857,0.0541497424776362,0.015471354993610343,0.2731554160125589,0.1118327876222348,1
2023-11,occ22_20,"Installation, Maintenance, and Repair Occupations",0.4285714285714285,0.04902852841021493,0.02101222646152068,0.31868131868131866,0.4678636830586449,1
2023-11,occ22_21,Production Occupations,0.3333333333333333,0.027371607781503028,0.00912386926050101,0.1664050235478807,0.8395652507082461,0
2023-11,occ22_22,Transportation and Material Moving Occupations,0.1428571428571428,0.03957346830829529,0.005653352615470754,0.08320251177394035,0.4341219397622235,1
2023-12,occ22_01,Management Occupations,0.7619047619047619,0.06415893790959062,0.04888300031206905,0.5667189952904239,0.6810080944083203,0
2023-12,occ22_02,Business and Financial Operations Occupations,0.9047619047619048,0.0684568849313564,0.061937181604560555,0.6813186813186813,0.7097463828669083,0
2023-12,occ22_03,Computer and Mathematical Occupations,1.0,0.08313214220986233,0.08313214220986233,0.8053375196232339,0.8641926333607427,0
2023-12,occ22_04,Architecture and Engineering Occupations,0.8571428571428571,0.05684636379781368,0.04872545468384029,0.565149136577708,0.7506096088375753,0
2023-12,occ22_05,"Life, Physical, and Social Science Occupations",0.9523809523809524,0.062387938598866835,0.05941708437987318,0.6577708006279435,0.6380444849942631,0
2023-12,occ22_06,Community and Social Service Occupations,0.6190476190476191,0.05264338965411037,0.032588765023973086,0.41130298273155413,0.7328886536635482,0
2023-12,occ22_07,Legal Occupations,0.7142857142857143,0.07516255519593452,0.05368753942566752,0.6185243328100472,0.7400208887946538,0
2023-12,occ22_08,Educational Instruction and Library Occupations,0.4761904761904761,0.07331783916116875,0.03491325674341369,0.43328100470957615,0.9590229433518596,0
2023-12,occ22_09,"Arts, Design, Entertainment, Sports, and Media Occupations",0.3809523809523809,0.09018511628911619,0.03435623477680616,0.42857142857142855,0.7108046809483876,0
2023-12,occ22_10,Healthcare Practitioners and Technical Occupations,0.8095238095238095,0.04610908090203529,0.03732639882545714,0.4552590266875981,0.9366029655822332,0
2023-12,occ22_11,Healthcare Support Occupations,0.5238095238095238,0.04506261839215647,0.023604228681605773,0.3328100470957614,0.9687580558539204,0
2023-12,occ22_12,Protective Service Occupations,0.6666666666666666,0.06987256803649808,0.04658171202433205,0.543171114599686,0.3690887899051142,1
2023-12,occ22_13,Food Preparation and Serving Related Occupations,0.0,0.049328269065116226,0.0,0.02197802197802198,0.1285775149667609,1
2023-12,occ22_14,Building and Grounds Cleaning and Maintenance Occupations,0.0476190476190476,0.06808917809517259,0.0032423418140558368,0.05023547880690738,0.722387548485819,0
2023-12,occ22_15,Personal Care and Service Occupations,0.0952380952380952,0.06025845284037664,0.005738900270512059,0.0847723704866562,0.3321128382997038,1
2023-12,occ22_16,Sales and Related Occupations,0.238095238095238,0.043594100968493546,0.010379547849641317,0.18524332810047095,0.8138577421401217,0
2023-12,occ22_17,Office and Administrative Support Occupations,0.5714285714285714,0.05985961558040627,0.03420549461737501,0.42700156985871274,0.6655390310494093,0
2023-12,occ22_18,"Farming, Fishing, and Forestry Occupations",0.1904761904761904,0.04128568120774284,0.0078639392776653,0.13500784929356358,0.1632273572497619,1
2023-12,occ22_19,Construction and Extraction Occupations,0.2857142857142857,0.05814137481356538,0.016611821375304394,0.27629513343799056,0.1118327876222348,1
2023-12,occ22_20,"Installation, Maintenance, and Repair Occupations",0.4285714285714285,0.05429390553640351,0.023268816658458643,0.32967032967032966,0.4678636830586449,1
2023-12,occ22_21,Production Occupations,0.3333333333333333,0.030922144739239914,0.010307381579746637,0.18210361067503925,0.8395652507082461,0
2023-12,occ22_22,Transportation and Material Moving Occupations,0.1428571428571428,0.04307043317362109,0.00615291902480301,0.08791208791208792,0.4341219397622235,1
2024-01,occ22_01,Management Occupations,0.7619047619047619,0.0697804423393065,0.05316605130613828,0.6075353218210361,0.6810080944083203,0
2024-01,occ22_02,Business and Financial Operations Occupations,0.9047619047619048,0.07442907350366382,0.06734059031283869,0.717425431711146,0.7097463828669083,0
2024-01,occ22_03,Computer and Mathematical Occupations,1.0,0.09055816587337656,0.09055816587337656,0.8351648351648352,0.8641926333607427,0
2024-01,occ22_04,Architecture and Engineering Occupations,0.8571428571428571,0.06234736911298154,0.053440602096841316,0.6153846153846154,0.7506096088375753,0
2024-01,occ22_05,"Life, Physical, and Social Science Occupations",0.9523809523809524,0.06811447293509011,0.06487092660484772,0.6970172684458399,0.6380444849942631,0
2024-01,occ22_06,Community and Social Service Occupations,0.6190476190476191,0.056847777258583435,0.03519148116007546,0.434850863422292,0.7328886536635482,0
2024-01,occ22_07,Legal Occupations,0.7142857142857143,0.0820278697464376,0.05859133553316971,0.6530612244897959,0.7400208887946538,0
2024-01,occ22_08,Educational Instruction and Library Occupations,0.4761904761904761,0.08005891033539567,0.03812329063590269,0.46467817896389324,0.9590229433518596,0
2024-01,occ22_09,"Arts, Design, Entertainment, Sports, and Media Occupations",0.3809523809523809,0.09824317537885383,0.03742597157289669,0.45839874411302983,0.7108046809483876,0
2024-01,occ22_10,Healthcare Practitioners and Technical Occupations,0.8095238095238095,0.04957772705501384,0.04013435047310644,0.4850863422291994,0.9366029655822332,0
2024-01,occ22_11,Healthcare Support Occupations,0.5238095238095238,0.048349755011681095,0.025326062148975814,0.34850863422291994,0.9687580558539204,0
2024-01,occ22_12,Protective Service Occupations,0.6666666666666666,0.07624393126215405,0.0508292875081027,0.5792778649921507,0.3690887899051142,1
2024-01,occ22_13,Food Preparation and Serving Related Occupations,0.0,0.053549090488405365,0.0,0.02197802197802198,0.1285775149667609,1
2024-01,occ22_14,Building and Grounds Cleaning and Maintenance Occupations,0.0476190476190476,0.07423945384005658,0.0035352120876217404,0.05180533751962323,0.722387548485819,0
2024-01,occ22_15,Personal Care and Service Occupations,0.0952380952380952,0.06523155647667286,0.0062125291882545565,0.09105180533751962,0.3321128382997038,1
2024-01,occ22_16,Sales and Related Occupations,0.238095238095238,0.04725560570523252,0.011251334691722023,0.21036106750392464,0.8138577421401217,0
2024-01,occ22_17,Office and Administrative Support Occupations,0.5714285714285714,0.0649631367111034,0.0371217924063448,0.45054945054945056,0.6655390310494093,0
2024-01,occ22_18,"Farming, Fishing, and Forestry Occupations",0.1904761904761904,0.045266478342749474,0.008622186350999896,0.15384615384615385,0.1632273572497619,1
2024-01,occ22_19,Construction and Extraction Occupations,0.2857142857142857,0.0636152700666088,0.018175791447602514,0.282574568288854,0.1118327876222348,1
2024-01,occ22_20,"Installation, Maintenance, and Repair Occupations",0.4285714285714285,0.059083963385289234,0.02532169859369538,0.3469387755102041,0.4678636830586449,1
2024-01,occ22_21,Production Occupations,0.3333333333333333,0.03428877320175599,0.011429591067251995,0.21821036106750394,0.8395652507082461,0
2024-01,occ22_22,Transportation and Material Moving Occupations,0.1428571428571428,0.04697973666712614,0.006711390952446589,0.1130298273155416,0.4341219397622235,1
2024-02,occ22_01,Management Occupations,0.7619047619047619,0.07236065057899255,0.055131924250660984,0.631083202511774,0.6810080944083203,0
2024-02,occ22_02,Business and Financial Operations Occupations,0.9047619047619048,0.07739940435761958,0.07002803251403676,0.7425431711145997,0.7097463828669083,0
2024-02,occ22_03,Computer and Mathematical Occupations,1.0,0.09374120693303208,0.09374120693303208,0.8540031397174255,0.8641926333607427,0
2024-02,occ22_04,Architecture and Engineering Occupations,0.8571428571428571,0.06449230809720014,0.05527912122617154,0.6342229199372057,0.7506096088375753,0
2024-02,occ22_05,"Life, Physical, and Social Science Occupations",0.9523809523809524,0.07117675179470083,0.06778738266161984,0.7237048665620094,0.6380444849942631,0
2024-02,occ22_06,Community and Social Service Occupations,0.6190476190476191,0.059995630044760245,0.03714015193247063,0.4521193092621664,0.7328886536635482,0
2024-02,occ22_07,Legal Occupations,0.7142857142857143,0.08584314058656121,0.06131652899040087,0.6750392464678179,0.7400208887946538,0
2024-02,occ22_08,Educational Instruction and Library Occupations,0.4761904761904761,0.0839479082224317,0.03997519439163413,0.4835164835164835,0.9590229433518596,0
2024-02,occ22_09,"Arts, Design, Entertainment, Sports, and Media Occupations",0.3809523809523809,0.10093068914476723,0.0384497863408637,0.46781789638932497,0.7108046809483876,0
2024-02,occ22_10,Healthcare Practitioners and Technical Occupations,0.8095238095238095,0.05224875050330993,0.042296607550298515,0.5102040816326531,0.9366029655822332,0
2024-02,occ22_11,Healthcare Support Occupations,0.5238095238095238,0.05121411172908715,0.02682643947714089,0.3626373626373626,0.9687580558539204,0
2024-02,occ22_12,Protective Service Occupations,0.6666666666666666,0.07970699092689795,0.0531379939512653,0.6059654631083202,0.3690887899051142,1
2024-02,occ22_13,Food Preparation and Serving Related Occupations,0.0,0.05507967999784533,0.0,0.02197802197802198,0.1285775149667609,1
2024-02,occ22_14,Building and Grounds Cleaning and Maintenance Occupations,0.0476190476190476,0.0777083545614889,0.003700397836261375,0.058084772370486655,0.722387548485819,0
2024-02,occ22_15,Personal Care and Service Occupations,0.0952380952380952,0.06803469235964109,0.006479494510442006,0.0989010989010989,0.3321128382997038,1
2024-02,occ22_16,Sales and Related Occupations,0.238095238095238,0.04714974507095346,0.011226129778798439,0.20722135007849293,0.8138577421401217,0
2024-02,occ22_17,Office and Administrative Support Occupations,0.5714285714285714,0.06751843981343852,0.03858196560767915,0.46938775510204084,0.6655390310494093,0
2024-02,occ22_18,"Farming, Fishing, and Forestry Occupations",0.1904761904761904,0.04582795044478842,0.008729133418054934,0.15855572998430142,0.1632273572497619,1
2024-02,occ22_19,Construction and Extraction Occupations,0.2857142857142857,0.06592986902447154,0.018837105435563297,0.29199372056514916,0.1118327876222348,1
2024-02,occ22_20,"Installation, Maintenance, and Repair Occupations",0.4285714285714285,0.06024006723547423,0.025817171672346095,0.35478806907378335,0.4678636830586449,1
2024-02,occ22_21,Production Occupations,0.3333333333333333,0.03424837082045331,0.01141612360681777,0.21664050235478807,0.8395652507082461,0
2024-02,occ22_22,Transportation and Material Moving Occupations,0.1428571428571428,0.04739055612696104,0.006770079446708717,0.11616954474097331,0.4341219397622235,1
2024-03,occ22_01,Management Occupations,0.7619047619047619,0.0699153477515618,0.053268836382142325,0.609105180533752,0.6810080944083203,0
2024-03,occ22_02,Business and Financial Operations Occupations,0.9047619047619048,0.0748994174016877,0.06776613955390792,0.7221350078492935,0.7097463828669083,0
2024-03,occ22_03,Computer and Mathematical Occupations,1.0,0.08985036657299134,0.08985036657299134,0.8335949764521193,0.8641926333607427,0
2024-03,occ22_04,Architecture and Engineering Occupations,0.8571428571428571,0.06364101747664364,0.054549443551408824,0.6279434850863422,0.7506096088375753,0
2024-03,occ22_05,"Life, Physical, and Social Science Occupations",0.9523809523809524,0.07038022158703329,0.06702878246384124,0.7127158555729984,0.6380444849942631,0
2024-03,occ22_06,Community and Social Service Occupations,0.6190476190476191,0.05819677947004757,0.0360265777671723,0.43956043956043955,0.7328886536635482,0
2024-03,occ22_07,Legal Occupations,0.7142857142857143,0.08488325749287703,0.060630898209197884,0.6703296703296703,0.7400208887946538,0
2024-03,occ22_08,Educational Instruction and Library Occupations,0.4761904761904761,0.0834439311403997,0.03973520530495223,0.4772370486656201,0.9590229433518596,0
2024-03,occ22_09,"Arts, Design, Entertainment, Sports, and Media Occupations",0.3809523809523809,0.09536103801211589,0.036328014480806047,0.4427001569858713,0.7108046809483876,0
2024-03,occ22_10,Healthcare Practitioners and Technical Occupations,0.8095238095238095,0.05010302093584033,0.04055958837663265,0.48822605965463106,0.9366029655822332,0
2024-03,occ22_11,Healthcare Support Occupations,0.5238095238095238,0.04897297552010924,0.02565251098672389,0.3500784929356358,0.9687580558539204,0
2024-03,occ22_12,Protective Service Occupations,0.6666666666666666,0.07893740343304456,0.0526249356220297,0.5965463108320251,0.3690887899051142,1
2024-03,occ22_13,Food Preparation and Serving Related Occupations,0.0,0.05320045546312258,0.0,0.02197802197802198,0.1285775149667609,1
2024-03,occ22_14,Building and Grounds Cleaning and Maintenance Occupations,0.0476190476190476,0.07683400176061125,0.0036587619886005347,0.054945054945054944,0.722387548485819,0
2024-03,occ22_15,Personal Care and Service Occupations,0.0952380952380952,0.06518955681244967,0.0062085292202333,0.08948194662480377,0.3321128382997038,1
2024-03,occ22_16,Sales and Related Occupations,0.238095238095238,0.044509495944291017,0.010597499034355,0.19152276295133439,0.8138577421401217,0
2024-03,occ22_17,Office and Administrative Support Occupations,0.5714285714285714,0.06522594499083073,0.03727196856618899,0.45368916797488223,0.6655390310494093,0
2024-03,occ22_18,"Farming, Fishing, and Forestry Occupations",0.1904761904761904,0.04482832091806802,0.008538727793917716,0.152276295133438,0.1632273572497619,1
2024-03,occ22_19,Construction and Extraction Occupations,0.2857142857142857,0.06497548712834392,0.018564424893812548,0.28728414442700156,0.1118327876222348,1
2024-03,occ22_20,"Installation, Maintenance, and Repair Occupations",0.4285714285714285,0.057291494207394454,0.02455349751745476,0.34222919937205654,0.4678636830586449,1
2024-03,occ22_21,Production Occupations,0.3333333333333333,0.03349288109288945,0.011164293697629816,0.20408163265306123,0.8395652507082461,0
2024-03,occ22_22,Transportation and Material Moving Occupations,0.1428571428571428,0.04591819116723608,0.006559741595319438,0.10361067503924647,0.4341219397622235,1
2024-04,occ22_01,Management Occupations,0.7619047619047619,0.06853480863542213,0.05221699705555972,0.5871271585557299,0.6810080944083203,0
2024-04,occ22_02,Business and Financial Operations Occupations,0.9047619047619048,0.07293454847982639,0.06598840100555721,0.7048665620094191,0.7097463828669083,0
2024-04,occ22_03,Computer and Mathematical Occupations,1.0,0.08826075098439684,0.08826075098439684,0.8273155416012559,0.8641926333607427,0
2024-04,occ22_04,Architecture and Engineering Occupations,0.8571428571428571,0.062204771237566,0.05331837534648514,0.6122448979591837,0.7506096088375753,0
